B003A02AC.jpg,237610,1,0,421.06,97.95,606.21,269.88
B0021029C.jpg,135209,2,0,527.91,138.42,711.62,308.27
B0024025C.jpg,147493,3,0,728.53,179.84,938.09,369.97
B0017032C.jpg,94258,4,0,716.95,28.38,912.27,238.05
B000800DC.jpg,32781,5,0,716.82,726.56,878.58,880.62
B001F01CC.jpg,127004,6,0,152.65,639.48,295.01,754.15
B000E011C.jpg,57361,7,0,462.46,677.4,614.62,834.8
B002203DC.jpg,139325,8,0,807.94,728.76,991.76,899.16
B0008012C.jpg,32786,9,0,314.49,670.81,556.52,942.91
B0020003C.jpg,131075,10,0,667.65,122.19,1014.32,405.2
B0005023C.jpg,20515,11,0,697.8,167.52,811.96,278.67
B001A01AC.jpg,106522,12,0,99.5,0,246.11,134.1
B002D007C.jpg,184327,13,0,279.34,498.14,425.41,655.32
B0020006C.jpg,131078,14,0,742.14,68.73,885.89,200.6
B000C01FC.jpg,49183,15,0,115.69,496.62,292.74,693.18
B002302BC.jpg,143403,16,0,738.91,568.85,889.14,737.19
B0009012C.jpg,36882,17,0,427.54,616.17,589.74,775.62
B0003031C.jpg,12337,18,0,279.35,114.7,470.08,294.58
B0015011C.jpg,86033,19,0,188.03,52.86,496.05,357.33
B0040029C.jpg,262185,20,0,397.21,153.03,574.95,400.05
B001D036C.jpg,118838,21,0,349.27,417.65,519.48,596.77
B001E00EC.jpg,122894,22,0,800.45,808.96,959.95,967.86
B0026002C.jpg,155650,23,0,476.54,589.55,598.59,724.7
B002F038C.jpg,192568,24,0,3.93,534.14,128.0,670.37
B001603BC.jpg,90171,25,0,847.81,603.61,997.02,778.32
B001C01FC.jpg,114719,26,0,0,659.13,421.2,988.23
B0022026C.jpg,139302,27,0,330.3,76.92,696.44,489.11
B0010005C.jpg,65541,28,0,895.02,450.86,1024,593.1
B0016022C.jpg,90146,29,0,123.24,146.17,277.68,303.36
B001602CC.jpg,90156,30,0,714.57,656.42,845.32,779.78
B0011019C.jpg,69657,31,0,137.83,0,278.5,128.13
B001103CC.jpg,69692,32,0,415.09,341.15,572.51,499.19
B002502CC.jpg,151596,33,0,14.64,82.14,374.46,610.09
B0023012C.jpg,143378,34,0,500.11,106.98,682.02,287.83
B001700BC.jpg,94219,35,0,596.73,565.75,741.01,719.36
B002000BC.jpg,131083,36,0,372.59,417.8,657.98,658.6
B001802FC.jpg,98351,37,0,390.88,365.07,527.02,498.56
B0012026C.jpg,73766,38,0,597.4,702.39,748.61,849.31
B0021036C.jpg,135222,39,0,286.79,725.96,438.42,886.61
B0004015C.jpg,16405,40,0,700.62,676.02,850.24,831.96
B0014009C.jpg,81929,41,0,608.71,393.99,740.29,525.91
B000D02BC.jpg,53291,42,0,108.39,401.55,258.57,564.55
B003902AC.jpg,233514,43,0,811.34,442.3,945.24,562.4
B001B010C.jpg,110608,44,0,738.2,262.24,934.55,448.25
B001E029C.jpg,122921,45,0,375.39,730.71,528.9,897.25
B003101AC.jpg,200730,46,0,145.02,510.22,282.04,644.73
B0028024C.jpg,163876,47,0,507.34,249.01,663.53,408.96
B0019005C.jpg,102405,48,0,15.74,839.48,156.25,1014.2
B001F023C.jpg,127011,49,0,743.6,212.44,892.44,374.5
B000B00EC.jpg,45070,50,0,456.17,11.33,745.2,364.89
B000E033C.jpg,57395,51,0,370.15,308.99,512.22,455.53
B002802BC.jpg,163883,52,0,286.46,88.87,569.38,324.01
B000502CC.jpg,20524,53,0,454.18,510.93,629.87,681.45
B0020007C.jpg,131079,54,0,130.46,71.56,266.29,218.02
B0021014C.jpg,135188,55,0,10.09,859.83,133.87,969.2
B0007022C.jpg,28706,56,0,428.01,895.88,576.2,1024
B0016009C.jpg,90121,57,0,711.73,260.72,849.89,384.95
B000F039C.jpg,61497,58,0,129.31,529.42,309.53,689.26
B002D01CC.jpg,184348,59,0,176.18,95.67,340.96,302.21
B001C002C.jpg,114690,60,0,282.27,150.99,410.95,276.97
B002F01FC.jpg,192543,61,0,843.24,129.05,975.26,274.1
B0005018C.jpg,20504,62,0,593.08,207.55,749.14,355.84
B000D02CC.jpg,53292,63,0,432.41,847.83,559.8,987.11
B001D02EC.jpg,118830,64,0,818.21,433.85,992.79,614.57
B001301EC.jpg,77854,65,0,760.12,782.87,903.26,926.97
B0001028C.jpg,4136,66,0,193.54,667.13,369.96,829.69
B000401AC.jpg,16410,67,0,584.43,539.78,729.46,671.78
